objectid,subject,format,filename,date,title,NTEEC,NAICS,legal_title,ADSTREET,PHSTREET,adcity,ADSTATE,ADZIP,ADZIP5,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,TAXPER15,INCOMECD15,INCOME15,REVENUE15,longitude,latitude,AAMREG,LOCALE4,GSTREET,GCITY,GSTATE,GZIP5,
8404801716,General Museums,image/jpg,demo_001.jpg,,MISS JANE LIBRARY & MUSEUM,,,MISS JANE LIBRARY & MUSEUM FOUNDATION INC,846 COUNTY ROAD 266,,BECKVILLE,TX,75631,75631,,,,,,,,,,,-94.39355,32.28941,5,4,846 COUNTY ROAD 266,BECKVILLE,TX,75631,
8404801323,History Museums,image/jpg,demo_001.jpg,2001,MISSION HISTORICAL MUSEUM,A54,712110,MISSION HISTORICAL MUSEUM INC,900 DOHERTY AVE,,MISSION,TX,78572-4130,78572,,,,,9565808646,HTTPS://WWW.FACEBOOK.COM/MISSIONHISTORICALMUSEUM,201409,3,79803,69768,-98.32466,26.21462,5,1,900 DOHERTY AVE,MISSION,TX,78572,
8404800816,Historical Societies,image/jpg,demo_001.jpg,1982,MISSOURI PACIFIC HISTORICAL SOCIETY,A80,,MISSOURI PACIFIC HISTORICAL SOCIETY,3015 BARRET STATION RD,133 DEWEY AVENUE,SAINT LOUIS,TX,79124,79124,SAINT LOUIS,TX,79124,79124,3149656212,HTTP://WWW.MILLS-PENINSULA.ORG/,201412,0,0,0,-101.89871,35.24056,5,2,133 DEWEY AVENUE,SAINT LOUIS,TX,79124,
8404801895,General Museums,image/jpg,demo_001.jpg,,MOBILE MUSEUMS OF TEXAS,A52,,MOBILE MUSEUMS OF TEXAS INC,PO BOX 2448,,SPRING,TX,77383,77383,,,,,,,,,,,-95.43338,30.07724,5,2,PO BOX 2448,SPRING,TX,77383,
8404800168,Historical Societies,image/jpg,demo_001.jpg,,MONROE CROOK HOUSE,,,MONROE CROOK HOUSE,707 E HOUSTON AVE,709 EAST HOUSTON,CROCKETT,TX,75835,75835,CROCKETT,TX,75835,75835,9364682407,,,,,,-95.45357,31.31837,5,3,709 EAST HOUSTON,CROCKETT,TX,75835,
8404800724,Historical Societies,image/jpg,demo_001.jpg,2010,MONTAGUE COUNTY COURTHOUSE HERITAGE SOCIETY,A80,,MONTAGUE COUNTY COURTHOUSE HERITAGE SOCIETY,PO BOX 172,,MONTAGUE,TX,76251-0172,76251,,,,,,HTTP://MONTAGUECOUNTYHISTORY.COM/INDEX101.HTM,201312,0,0,0,-97.53145,33.39356,5,4,PO BOX 172,MONTAGUE,TX,76251,
8404800729,Historical Societies,image/jpg,demo_001.jpg,2010,MONTALVO HOUSE,A80,712120,THE MONTALVO HOUSE,PO BOX 393,103 E THOMAS ST,BRACKETTVILLE,TX,78832-0393,78832,BRACKETTVILLE,TX,78832-0393,78832,8305633443,HTTP://WWW.THEMONTALVOHOUSE.ORG,201412,0,0,0,-100.42389,29.28695,5,4,103 E THOMAS ST,BRACKETTVILLE,TX,78832,
8404800607,Historical Societies,image/jpg,demo_001.jpg,1975,MONTE VISTA HISTORICAL ASSOCIATION,A82,,MONTE VISTA HISTORICAL ASSOCIATION,PO BOX 12386,233 BUSHNELL AVE,SAN ANTONIO,TX,78212-7821,78212,SAN ANTONIO,TX,78212-7821,78212,2107378212,HTTP://WWW.MONTEVISTA-SA.ORG/,201312,3,82456,82456,-98.48883,29.46257,5,1,233 BUSHNELL AVE,SAN ANTONIO,TX,78212,
8404801105,Historical Societies,image/jpg,demo_001.jpg,1981,MONTGOMERY COUNTY GENEALOGICAL AND HISTORICAL SOCIETY,A82,,MONTGOMERY COUNTY GENEALOGICAL AND HISTORICAL SOCIETY INC,PO BOX 867,,CONROE,TX,77305-7730,77305,,,,,,,201412,0,0,0,-95.46717,30.31755,5,1,PO BOX 867,CONROE,TX,77305,
8404801253,Historical Societies,image/jpg,demo_001.jpg,2010,MONTICELLO PARK HISTORIC DISTRICT,A80,813410,MONTICELLO PARK HISTORIC DISTRICT,PO BOX 120306,,SAN ANTONIO,TX,78212-9506,78212,,,,,2102159274,HTTP://WWW.SANANTONIO.GOV/HISTORIC/DISTRICTS/MONTICELLO.ASPX,201312,0,0,0,-98.49033,29.43951,5,1,PO BOX 12896,SAN ANTONIO,TX,78212,
8404801175,Historical Societies,image/jpg,demo_001.jpg,1993,MONUMENT HILL STATE PARK,A80,813219,FRIENDS OF MONUMENT HILL & KREISCHE BREWERY STATE HISTORICA,414 STATE LOOP 92,414 STATE LOOP 92,LA GRANGE,TX,78945,78945,LA GRANGE,TX,78945,78945,9799685658,,201405,0,0,0,-96.87565,29.88755,5,3,414 STATE LOOP 92,LA GRANGE,TX,78945,
8404800176,General Museums,image/jpg,demo_001.jpg,,MOODY HOUSE MUSEUM,,,MOODY HOUSE MUSEUM,114 W 9TH ST,,TAYLOR,TX,76574,76574,,,,,5123528654,,,,,,-97.40687,30.58114,5,3,114 W 9TH ST,TAYLOR,TX,76574,
8404800126,General Museums,image/jpg,demo_001.jpg,,MOODY MANSION AND MUSEUM,,,MOODY MANSION AND MUSEUM,2618 BROADWAY STREET,,GALVESTON,TX,77550-4427,77550,,,,,4097627668,HTTP://WWW.MOODYMANSION.ORG,,,,,-94.79587,29.29916,5,3,2618 BROADWAY STREET,GALVESTON,TX,77550,
8404801449,History Museums,image/jpg,demo_001.jpg,1982,MOORE COUNTY HISTORICAL MUSEUM,A54,712110,MOORE COUNTY HISTORICAL MUSEUM,1820 S DUMAS AVE,,DUMAS,TX,79029-6002,79029,,,,,8069353113,HTTP://WWW.DUMASMUSEUMANDARTCENTER.ORG,201312,4,495088,240659,-101.97347,35.84352,5,3,1820 S DUMAS AVE,DUMAS,TX,79029,
8404801584,Historical Societies,image/jpg,demo_001.jpg,1988,MORAN HISTORICAL SOCIETY,A82,,MORAN HISTORICAL SOCIETY,PO BOX 131,,MORAN,TX,76464,76464,,,,,,,201312,0,0,0,-99.17741,32.5677,5,4,PO BOX 131,MORAN,TX,76464,
8404801354,History Museums,image/jpg,demo_001.jpg,2012,MORGAN MILITARY AVIATION MUSEUM,A54,712110,MORGAN MILITARY AVIATION MUSEUM,PO BOX 1031,,BRADY,TX,76825,76825,,,,,3254566726,,201412,0,0,0,-99.33754,31.13135,5,3,PO BOX 1031,BRADY,TX,76825,
8404801856,General Museums,image/jpg,demo_001.jpg,,MORTON MUSEUM OF COOKE COUNTY,,,MORTON MUSEUM OF COOKE COUNTY,103 E CALIFORNIA ST,210 S DIXON ST,GAINESVILLE,TX,76241,76241,GAINESVILLE,TX,76241,76241,9406688900,,,,,,-97.14524,33.62292,5,3,210 S DIXON ST,GAINESVILLE,TX,76241,
8404801616,Historical Societies,image/jpg,demo_001.jpg,1990,MOTLEY COUNTY HISTORICAL MUSEUM,A50,712110,MOTLEY COUNTY HISTORICAL MUSEUM,PO BOX 523,,MATADOR,TX,79244-0523,79244,,,,,,,201312,0,0,0,-100.82387,34.02433,5,4,PO BOX 523,MATADOR,TX,79244,
8404800149,General Museums,image/jpg,demo_001.jpg,,MOTORSPORTS MUSEUM,,,MOTORSPORTS MUSEUM,3210 PENNSYLVANIA AVE,,DALLAS,TX,75210,75210,,,,,2144214100,,,,,,-96.74384,32.7682,5,1,3210 PENNSYLVANIA AVE,DALLAS,TX,75210,
8409400386,General Museums,image/jpg,demo_001.jpg,2014,MSAIDIA HISTORICAL & CULTURAL ARTS MUSEUM,A54,712110,MSAIDIA HISTORICAL & CULTURAL ARTS MUSEUM,PO BOX 102,,LUBBOCK,TX,79408-0102,79408,,,,,,,201312,0,0,0,-101.84897,33.592,5,4,PO BOX 102,LUBBOCK,TX,79408,
8404800159,General Museums,image/jpg,demo_001.jpg,,MT BLANCO FOSSIL MUSEUM,,,MT BLANCO FOSSIL MUSEUM,124 W MAIN ST,,CROSBYTON,TX,79322,79322,,,,,8066757777,HTTP://WWW.MTBLANCO.COM,,,,,-101.23821,33.66007,5,4,124 W MAIN ST,CROSBYTON,TX,79322,
8404801607,Historical Societies,image/jpg,demo_001.jpg,,MUNGER PLACE HISTORICAL DISTRICT ASSOCIATION,,,MUNGER PLACE HISTORICAL DISTRICT ASSOCIATION,PO BOX 140524,,DALLAS,TX,75214,75214,,,,,,HTTP://MUNGERPLACE.COM,,,,,-96.75628,32.81279,5,1,PO BOX 140524,DALLAS,TX,75214,
8404800891,Historical Societies,image/jpg,demo_001.jpg,2012,MURPHY HISTORICAL SOCIETY,A80,,MURPHY HISTORICAL SOCIETY INC,3301 STONEHENGE DRIVE,,RICHARDSON,TX,75082-4023,75082,,,,,9728148928,,201412,0,0,0,-96.61888,32.99597,5,1,3301 STONEHENGE DR,RICHARDSON,TX,75082,
8404800151,General Museums,image/jpg,demo_001.jpg,,MUSEO ALAMEDA,,,MUSEO ALAMEDA,318 W HOUSTON ST,,SAN ANTONIO,TX,78205,78205,,,,,2102994300,,,,,,-98.49646,29.42635,5,1,318 W HOUSTON ST,SAN ANTONIO,TX,78205,
8404800155,General Museums,image/jpg,demo_001.jpg,,MUSEO GUADALUPE AZTLAN,,,MUSEO GUADALUPE AZTLAN,3004 BAGBY ST,HOUSTON COMMUNITY COLLEGE 8001 FULTON STREET ,HOUSTON,TX,77006,77006,HOUSTON,TX,77006,77006,7132314037,,,,,,-95.39053,29.74181,5,1,HOUSTON COMMUNITY COLLEGE 8001 FULTON STREET ,HOUSTON,TX,77006,
8404800162,General Museums,image/jpg,demo_001.jpg,,MUSEUM A. W. PERRY HOMESTEAD MUSEUM,,,MUSEUM A W PERRY HOMESTEAD MUSEUM,1509 N PERRY RD,,CARROLLTON,TX,75006,75006,,,,,9724666380,HTTP://CITYOFCARROLLTON.COM/INDEX.ASPX?PAGE=2009,,,,,-96.89304,32.94724,5,1,1509 N PERRY RD,CARROLLTON,TX,75006,
8404801001,General Museums,image/jpg,demo_001.jpg,1941,MUSEUM DIVISION - ROSENBERG LIBRARY,B70,514120,ROSENBERG LIBRARY ASSOCIATION,2310 SEALY ST,,GALVESTON,TX,77550-2220,77550,,,,,4097632526,HTTP://WWW.ROSENBERG-LIBRARY.ORG,201409,6,4211237,4211237,-94.79287,29.30091,5,3,2310 SEALY ST,GALVESTON,TX,77550,
8404801520,General Museums,image/jpg,demo_001.jpg,1982,MUSEUM FOR EAST TEXAS CULTURE,A50,712110,MUSEUM FOR EAST TEXAS CULTURE,400 S MICHEAUX ST,,PALESTINE,TX,75801-3628,75801,,,,,9037231578,,201312,3,35589,35589,-95.62661,31.75846,5,3,400 S MICHEAUX ST,PALESTINE,TX,75801,
8404801097,General Museums,image/jpg,demo_001.jpg,,MUSEUM LEAGUE OF FAYETTE COUNTY,,,MUSEUM LEAGUE OF FAYETTE COUNTY,PO BOX 768,,LA GRANGE,TX,78945,78945,,,,,,,,,,,-96.87813,29.91426,5,3,PO BOX 768,LA GRANGE,TX,78945,
8404800659,History Museums,image/jpg,demo_001.jpg,2011,MUSEUM OF AFRICAN AMERICAN HISTORY AND CULTURE,A54,712110,AFRICAN AMERICAN MUSEUM OF HISTORY - CULTURE & THE ARTS - Q,PO BOX 1185,,WACO,TX,76703-1185,76703,,,,,2547728226,HTTP://WWW.WACOAAMUSEUM.ORG/INDEX.HTML,201112,1,750,750,-97.12626,31.55322,5,1,PO BOX 1185,WACO,TX,76703,
8404800167,General Museums,image/jpg,demo_001.jpg,1987,MUSEUM OF AMERICAN RAILROAD,,712110,FRISCO RAILROAD MUSEUM INC,6455 PAGE RD,,FRISCO,TX,75034,75034,,,,,9722925665,HTTP://WWW.FRISCOMUSEUM.COM,201205,0,0,0,-95.5183,34.01142,5,3,603 W JACKSON ST,HUGO,OK,74743,
8404800907,General Museums,image/jpg,demo_001.jpg,2013,MUSEUM OF COLLECTIBLES & CURIOSITIES,A50,712110,MUSEUM OF COLLECTIBLES & CURIOSITIES,1211 WEST TENTH STREET,,AUSTIN,TX,78703,78703,,,,,,HTTP://MUSEUMOFCOLLECTIBLES.ORG,201412,0,0,0,-97.75568,30.27648,5,1,1211 W 10TH ST,AUSTIN,TX,78703,
8404800887,General Museums,image/jpg,demo_001.jpg,2012,MUSEUM OF COMPUTER CULTURE,,712110,MUSEUM OF COMPUTER CULTURE,PO BOX 1124,,ROUND ROCK,TX,78680,78680,,,,,5128186215,HTTP://WWW.COMPUTERCULTURE.ORG,201312,1,2680,,-97.69016,30.5173,5,1,PO BOX 1124,ROUND ROCK,TX,78680,
8409400399,General Museums,image/jpg,demo_001.jpg,,MUSEUM OF GEOMETRIC & MADI ART,,,MUSEUM OF GEOMETRIC & MADI ART,3109 CARLISLE ST.,,DALLAS,TX,75204-1194,75204,,,,,,,,,,,-96.80288,32.80372,5,1,3109 CARLISLE ST.,DALLAS,TX,75204,
8404800987,General Museums,image/jpg,demo_001.jpg,2002,MUSEUM OF GLASS MADE IN AMERICA,A50,712110,MUSEUM OF GLASS MADE IN AMERICA INC,PO BOX 784,,CLEBURNE,TX,76033-0784,76033,,,,,,,201312,0,0,0,-97.41958,32.33445,5,3,PO BOX 784,CLEBURNE,TX,76033,
8404800628,General Museums,image/jpg,demo_001.jpg,2008,MUSEUM OF INFORMATION TECHNOLOGY AT ARLINGTON,A50,712110,MUSEUM OF INFORMATION TECHNOLOGY AT ARLINGTON,1012 PORTOFINO DRIVE,,ARLINGTON,TX,76012-2748,76012,,,,,8172646482,,201312,0,0,0,-97.15835,32.74836,5,1,1012 PORTOFINO DR,ARLINGTON,TX,76012,
8409400407,General Museums,image/jpg,demo_001.jpg,2014,MUSEUM OF MAGNETIC SOUND RECORDING,A50,712110,MUSEUM OF MAGNETIC SOUND RECORDING,901 S MOPAC EXPY STE 230,,AUSTIN,TX,78746-5759,78746,,,,,,,201412,1,5586,4808,-97.7834,30.2717,5,2,901 S MOPAC EXPY STE 230,AUSTIN,TX,78746,
8404800172,General Museums,image/jpg,demo_001.jpg,,MUSEUM OF MEASUREMENT AND TIME,,,MUSEUM OF MEASUREMENT AND TIME,301 N POLK ST,,JEFFERSON,TX,75657,75657,,,,,9036656668,HTTP://WWW.MUSEUMOFMEASUREMENTANDTIME.ORG/,,,,,-94.34605,32.7584,5,4,301 N POLK ST,JEFFERSON,TX,75657,
8404800466,General Museums,image/jpg,demo_001.jpg,,MUSEUM OF MODERNISM,,,MUSEUM OF MODERNISM INC,3610 FROST MEADOW CT,,KATY,TX,77450,77450,,,,,,,,,,,-95.73698,29.73222,5,2,3610 FROST MEADOW CT,KATY,TX,77450,
8404800139,General Museums,image/jpg,demo_001.jpg,,MUSEUM OF NATURAL AND ARTIFICIAL EPHEMERATA,,,MUSEUM OF NATURAL AND ARTIFICIAL EPHEMERATA,1808 SINGLETON AVE,,AUSTIN,TX,78702,78702,,,,,5123200566,HTTP://WWW.MNAE.ORG,,,,,-97.7154,30.28006,5,1,1808 SINGLETON AVE,AUSTIN,TX,78702,
8404800146,History Museums,image/jpg,demo_001.jpg,2000,MUSEUM OF NORTH TEXAS HISTORY,A54,712110,THE MUSEUM OF NORTH TEXAS HISTORY,720 INDIANA AVE,,WICHITA FALLS,TX,76301,76301,,,,,9403227628,,201312,4,316777,301084,-98.49167,33.90925,5,4,PO BOX 1619,WICHITA FALL,TX,76307,
8404801869,History Museums,image/jpg,demo_001.jpg,1983,MUSEUM OF PRINTING HISTORY,A54,712110,MUSEUM OF PRINTING HISTORY,1324 W CLAY ST,,HOUSTON,TX,77019-4036,77019,,,,,7135224652,HTTP://PRINTINGeneral MuseumsSEUM.ORG/,201312,4,245162,213619,-95.39723,29.75544,5,1,1324 W CLAY ST,HOUSTON,TX,77019,
8404800559,History Museums,image/jpg,demo_001.jpg,1971,MUSEUM OF SOUTH TEXAS HISTORY,A54,712110,MUSEUM OF SOUTH TEXAS HISTORY,200 N CLOSNER BLVD,,EDINBURG,TX,78541-3554,78541,,,,,,,201312,6,2868756,2707014,-98.16214,26.30262,5,1,200 N CLOSNER BLVD,EDINBURG,TX,78541,
8404801072,General Museums,image/jpg,demo_001.jpg,,MUSEUM OF SOUTHEN HISTORY,A54,,MUSEUM OF SOUTHEN HISTORY,PO BOX 179,4304 HERSCHEL STREET,RICHMOND,TX,77406-0005,77406,JACKSONVILLE,FL,77406-0005,77406,9043883574,HTTP://WWW.MUSEUMSOUTHERNHISTORY.COM/,,,,,-81.71356,30.28203,3,4,4304 HERSCHEL STREET,JACKSONVILLE,FL,77406,
8409501667,General Museums,image/jpg,demo_001.jpg,,MUSEUM OF TEXAS TECH UNIVERSITY,,,MUSEUM OF TEXAS TECH UNIVERSITY,3301 4TH STREET,,LUBBOCK,TX,79409,79409,,,,,8067422490,HTTP://WWW.DEPTS.TTU.EDU/MUSEUMTTU/,,,,,-101.88285,33.59219,5,1,3301 4TH STREET,LUBBOCK,TX,79409,
8404801341,History Museums,image/jpg,demo_001.jpg,2002,MUSEUM OF THE AMERICAN G.I.,A54,712110,MUSEUM OF THE AMERICAN G I INC,PO BOX 9599,19124 HIGHWAY 6 SOUTH,COLLEGE STA,TX,77842-9599,77842,COLLEGE STATION,TX,77842-9599,77842,,HTTP://AMERICANGIMUSEUM.ORG/,201312,3,73449,73449,-96.21236,30.51821,5,4,19124 HIGHWAY 6 SOUTH,COLLEGE STATION,TX,77842,
8404801842,Historical Societies,image/jpg,demo_001.jpg,1987,MUSEUM OF THE AMERICAN RAILROAD,A82,,MUSEUM OF THE AMERICAN RAILROAD,PO BOX 153259,6455 PAGE STREET,DALLAS,TX,75315-3259,75315,FRISCO,TX,75315-3259,75315,2144280101,HTTP://WWW.MUSEUMOFTHEAMERICANRAILROAD.ORG/,201312,6,1296505,836131,-96.89855,33.13848,5,2,6455 PAGE STREET,FRISCO,TX,75315,
8404000238,History Museums,image/jpg,demo_001.jpg,1963,MUSEUM OF THE AMERICAN RAILROAD,A57,712110,FRISCO RAILROAD MUSEUM INC,6455 PAGE ST,6455 PAGE ST,FRISCO,TX,74743,74743,FRISCO,TX,74743,74743,2144280101,,201205,0,0,0,-96.89855,33.13848,5,4,6455 PAGE ST,FRISCO,TX,74743,
8404800131,General Museums,image/jpg,demo_001.jpg,,MUSEUM OF THE BIG BEND,,,MUSEUM OF BIG BEND,HIGHWAY 90,400 N HARRISON ST C-101,ALPINE,TX,79830,79830,ALPINE,TX,79830,79830,4328378730,HTTP://WWW.MUSEUMOFTHEBIGBEND.COM/,,,,,-103.65362,30.36287,5,3,400 N HARRISON ST C-101,ALPINE,TX,79830,
8404800160,General Museums,image/jpg,demo_001.jpg,1974,MUSEUM OF THE GULF COAST,A82,,PORT ARTHUR HISTORICAL SOCIETY,700 PROCTER,,PORT ARTHUR,TX,77640,77640,,,,,4099827000,HTTP://WWW.MUSEUMOFTHEGULFCOAST.ORG/,201312,5,640332,635960,-93.91706,29.89622,5,1,701 4TH AVE,PORT ARTHUR,TX,77642,
8409501669,General Museums,image/jpg,demo_001.jpg,1946,MUSEUM OF THE LLANO ESTACADO,B42,611310,WAYLAND BAPTIST UNIVERSITY,1900 WEST 7TH STREET,,PLAINVIEW,TX,79072,79072,,,,,8062911000,HTTP://WWW.WBU.EDU/ABOUT_WAYLAND/CAMPUS_ATTRACTIONS/LLANO_ESTACADO_MUSEUM/,201306,9,79394958,73156885,-101.72683,34.18669,5,4,1900 W 7TH ST,PLAINVIEW,TX,79072,
8404801448,General Museums,image/jpg,demo_001.jpg,1976,MUSEUM OF THE PLAINS,A50,712110,MUSEUM OF THE PLAINS,1200 N MAIN ST,,PERRYTON,TX,79070-2314,79070,,,,,,HTTP://WWW.MUSEUMOFTHEPLAINS.COM,201312,4,291478,278755,-100.80276,36.41824,5,4,1200 N MAIN ST,PERRYTON,TX,79070,
8404801432,General Museums,image/jpg,demo_001.jpg,1966,MUSEUM OF THE SOUTHWEST,A50,712110,MUSEUM OF THE SOUTHWEST,1705 W MISSOURI AVE,,MIDLAND,TX,79701-6516,79701,,,,,4326832882,HTTP://WWW.MUSEUMSW.ORG,201312,6,1974737,1835638,-102.09241,31.99321,5,1,1705 W MISSOURI AVE,MIDLAND,TX,79701,
8404800749,History Museums,image/jpg,demo_001.jpg,2012,MUSEUM OF THE STONEWALL SALOON,A54,712110,MUSEUM OF THE STONEWALL SALOON,PO BOX 518,100 MAIN STREET,SAINT JO,TX,76265,76265,SAINT JO,TX,76265,76265,9409957193,HTTP://WWW.STONEWALLSALOONMUSEUM.COM/,201312,0,0,0,-97.52527,33.69556,5,4,100 MAIN STREET,SAINT JO,TX,76265,
8404800531,History Museums,image/jpg,demo_001.jpg,2006,MUSEUM OF THECOASTAL BEND,A54,813219,FRIENDS OF THE MUSEUM OF THECOASTAL BEND,2200 E RED RIVER ST,,VICTORIA,TX,77901-4442,77901,,,,,,,201408,4,182501,182501,-96.97978,28.81614,5,1,2200 E RED RIVER ST,VICTORIA,TX,77901,
8404800142,General Museums,image/jpg,demo_001.jpg,,MUSEUM OF WEIRD,,,MUSEUM OF WEIRD,412 E 6TH ST,,AUSTIN,TX,78701,78701,,,,,5124765493,HTTP://WWW.MUSEUMOFTHEWEIRD.COM,,,,,-97.73872,30.26723,5,1,412 E 6TH ST,AUSTIN,TX,78701,
8404801905,Historical Societies,image/jpg,demo_001.jpg,1990,MUSICIANS BENEVOLANT SOCIETY OF HOUSTON,A80,711130,MUSICIANS BENEVOLANT SOCIETY OF HOUSTON,24 EAST GREENWAY PLAZA SUITE 970,4904 TRAVIS ST,HOUSTON,TX,77046-2454,77046,HOUSTON,TX,77046-2454,77046,7132218288,HTTP://MBSHOUSTON.COM/,201409,0,0,0,-95.38693,29.73057,5,1,4904 TRAVIS ST,HOUSTON,TX,77046,
8409400445,General Museums,image/jpg,demo_001.jpg,,NATIONAL ARCHIVES AT FORT WORTH,,,NATIONAL ARCHIVES AT FORT WORTH,1400 JOHN BURGESS DR,,FORT WORTH,TX,76140,76140,,,,,,,,,,,-97.30549,32.63394,5,2,1400 JOHN BURGESS DR,FORT WORTH,TX,76140,NARA
8404800713,General Museums,image/jpg,demo_001.jpg,,NATIONAL BIBLE MUSEUM,X99,,NATIONAL BIBLE MUSEUM,8809 DICEMAN DR,300 D ST SW,DALLAS,TX,75218,75218,WASHINGTON,DC,75218,75218,2143210318,,,,,,,,2,,300 D ST SW,WASHINGTON,DC,75218,
8409400459,General Museums,image/jpg,demo_001.jpg,,NATIONAL BORDER PATROL MUSEUM AND MEMORIAL LIBRARY,,,NATIONAL BORDER PATROL MUSEUM AND MEMORIAL LIBRARY,4315 TRANSMOUNTAIN RD.,,EL PASO,TX,79924-3753,79924,,,,,,,,,,,-106.43718,31.90266,5,4,4315 TRANSMOUNTAIN RD.,EL PASO,TX,79924,
8404801446,General Museums,image/jpg,demo_001.jpg,1975,NATIONAL COWGIRL MUSEUM AND HALL OF FAME,A50,712110,THE NATIONAL COWGIRL MUSEUM AND HALL OF FAME INC,1720 GENDY ST,,FORT WORTH,TX,76107-4064,76107,,,,,8173364475,HTTP://WWW.COWGIRL.NET,201312,7,5649697,3354190,-97.36859,32.74286,5,1,1720 GENDY ST,FORT WORTH,TX,76107,
8404801817,History Museums,image/jpg,demo_001.jpg,2002,NATIONAL MULTICULTURAL WESTERN HERITAGE MUSEUM,A54,712110,NATIONAL MULTICULTURAL WESTERN HERITAGE MUSEUM,2401 SCOTT AVE,3400 MOUNT VERNON AVENUE,FORT WORTH,TX,76103-2228,76103,FORT WORTH,TX,76103-2228,76103,8179229999,HTTP://WWW.COWBOYSOFCOLOR.ORG/,201212,4,202886,202886,-97.2755,32.74177,5,1,3400 MOUNT VERNON AVENUE,FORT WORTH,TX,76103,
8404801482,General Museums,image/jpg,demo_001.jpg,,NATIONAL MUSEUM OF COMMUNICATIONS,A50,,THE NATIONAL MUSEUM OF COMMUNICATIONS INC,6305 N OCONNOR BLVD,,IRVING,TX,75039,75039,,,,,9728697762,,,,,,-96.93677,32.89262,5,1,6305 N OCONNOR BLVD,IRVING,TX,75039,
8404801922,General Museums,image/jpg,demo_001.jpg,1993,NATIONAL MUSEUM OF FUNERAL HISTORY,A50,712110,NATIONAL MUSEUM OF FUNERAL HISTORY,415 BARREN SPRINGS DR,,HOUSTON,TX,77090-5918,77090,,,,,2818763063,HTTP://WWW.NMFH.ORG,201312,6,1178694,868005,-95.43086,29.98995,5,2,415 BARREN SPRINGS DR,HOUSTON,TX,77090,
8404800150,General Museums,image/jpg,demo_001.jpg,,NATIONAL MUSEUM OF THE PACIFIC WAR,,,NATIONAL MUSEUM OF THE PACIFIC WAR,340 E MAIN ST,,FREDERICKSBURG,TX,78624,78624,,,,,5129974379,,,,,,-98.86751,30.27177,5,3,340 E MAIN ST,FREDERICKSBURG,TX,78624,
8404800156,General Museums,image/jpg,demo_001.jpg,,NATIONAL RANCHING HERITAGE CENTER,,,NATIONAL RANCHING HERITAGE CENTER,3121 4TH ST,,LUBBOCK,TX,79409,79409,,,,,8067420498,HTTP://WWW.COGDELLSGENERALSTORE.COM,,,,,-101.88285,33.59219,5,1,3121 4TH ST,LUBBOCK,TX,79409,
8404800611,General Museums,image/jpg,demo_001.jpg,2001,NATIONAL ROLLER COASTER MUSEUM AND ARCHIVES,A50,712110,NATIONAL ROLLER COASTER MUSEUM AND ARCHIVES,PO BOX 5424,,ARLINGTON,TX,76005-5424,76005,,,,,8174607220,HTTP://WWW.ROLLERCOASTERMUSEUM.ORG/,201312,4,117814,117814,-97.07436,32.76634,5,1,PO BOX 5424,ARLINGTON,TX,76005,
8404800968,General Museums,image/jpg,demo_001.jpg,,NATIONAL SCOUTING MUSEUM OF THE BOY SCOUTS AMERICA,A50,,NATIONAL SCOUTING MUSEUM OF THE BOY SCOUTS AMERICA,1325 W WALNUT HILL LN,,IRVING,TX,75038,75038,,,,,9725802100,HTTP://WWW.BSAMUSEUM.ORG,,,,,-96.97072,32.88514,5,1,1325 W WALNUT HILL LN,IRVING,TX,75038,
8404801761,General Museums,image/jpg,demo_001.jpg,1999,NATIONAL VIETNAM WAR MUSEUM,A50,712110,NATIONAL VIETNAM WAR MUSEUM INC,PO BOX 146,12685 MINERAL WELLS HIGHWAY,MINERAL WELLS,TX,76068-0146,76068,WEATHERFORD,TX,76068-0146,76068,9403254003,HTTP://NATIONALVNWARMUSEUM.ORG/,201312,4,208953,200736,-98.11259,32.80794,5,3,12685 MINERAL WELLS HIGHWAY,WEATHERFORD,TX,76068,
8404800157,History Museums,image/jpg,demo_001.jpg,2003,NATIONAL WASP WORLD WAR II MUSEUM,A54,712110,NATIONAL WASP WWII MUSEUM INC,210 AVENGER FIELD RD,,SWEETWATER,TX,79556,79556,,,,,3252350099,HTTP://WASPMUSEUM.ORG,201312,6,1174326,1141017,-100.40046,32.46532,5,3,PO BOX 456,SWEETWATER,TX,79556,
8404800952,History Museums,image/jpg,demo_001.jpg,2003,NATIONAL WASP WWII MUSEUM,A54,712110,NATIONAL WASP WWII MUSEUM INC,PO BOX 456,210 AVENGER FIELD RD,SWEETWATER,TX,79556-0456,79556,SWEETWATER,TX,79556-0456,79556,3252350099,HTTP://WASPMUSEUM.ORG/,201312,6,1174326,1141017,-100.47988,32.45531,5,4,210 AVENGER FIELD RD,SWEETWATER,TX,79556,
8404801974,General Museums,image/jpg,demo_001.jpg,,NATIVE AMERICAN HOLOCAUST,,,NATIVE AMERICAN HOLOCAUST,1425 WISTERWOOD DR,,HOUSTON,TX,77043-4236,77043,,,,,,,,,,,-95.55211,29.79463,5,1,1425 WISTERWOOD DR,HOUSTON,TX,77043,
